time,open,high,low,close,volume
1574812800,146,155.66,125.03,152.52,115911.84
1574899200,154.29,156.52,146.41,150.48,116824.07
1574985600,150.56,157.4,150.55,154.41,167906.104
1575072000,154.4,155.15,149.66,151.38,370491.615
1575158400,151.38,152.5,145.5,150.65,394494.119
1575244800,150.72,151.3,146.67,148.59,395630.91
1575331200,148.59,149.8,145.62,147.1,495996.573
1575417600,147.12,152.22,142.96,145.35,684404.817
1575504000,145.36,148.88,143.77,148.04,441113.912
1575590400,148.08,149.5,145.66,148.41,334645.217
1575676800,148.41,149.42,146.77,147.1,239185.31
1575763200,147.08,156.25,146.01,150.41,260610.87
1575849600,150.41,151.15,146.55,147.37,296475.449
1575936000,147.36,148.39,143.78,145.55,253852.598
1576022400,145.52,146.27,142.02,143.35,207434.765
1576108800,143.36,145.8,139.05,144.8,372077.814
1576195200,144.8,145.2,143,144.7,183068.201
1576281600,144.71,144.97,141.05,141.77,187036.667
1576368000,141.77,144,139.89,142.39,230729.834
1576454400,142.46,142.63,128.59,132.59,553596.159
1576540800,132.6,132.84,119.1,121.87,613475.54
1576627200,121.9,134.75,115.95,132.74,1013697.094
1576713600,132.78,133.79,125.66,128.03,637508.534
1576800000,128.03,129.33,125.73,128.13,346553.796
1576886400,128.13,128.52,126.5,126.99,208331.595
1576972800,126.99,133.33,126.78,132.14,443907.086
1577059200,132.18,135.09,126.01,127.73,698722.014
1577145600,127.75,129.67,126.45,127.76,497534.945
1577232000,127.72,127.83,123,125.06,455279.225
1577318400,125.06,132.44,124.33,125.53,583380.778
1577404800,125.53,127.06,122,126.21,567887.536
1577491200,126.24,129.62,125.77,128.04,468730.855
1577577600,128.02,138.25,127.5,134.28,771614.663
1577664000,134.22,136.21,130.19,131.52,692165.824
1577750400,131.53,133.64,128.15,129.12,647743.359
1577836800,129.12,132.96,128.62,130.62,466063.929
1577923200,130.63,130.75,126.25,127.11,523582.924
1578009600,127.11,135.07,125.78,134.29,951123.597
1578096000,134.31,135.8,132.41,134.14,509778.108
1578182400,134.14,138.17,134.12,135.33,669677.687
1578268800,135.32,144.38,134.82,144.04,1095147.166
1578355200,144.11,145.25,138.7,142.86,963331.505
1578441600,142.86,147.94,137.15,140.75,1208133.766
1578528000,140.76,141.52,135.33,137.73,956864.213
1578614400,137.73,145.15,135.22,144.8,908378.249
1578700800,144.8,148.03,142,142.4,832163.204
1578787200,142.4,146.6,141.71,146.57,630256.911
